Year,Marital status of mother,Age class of mother,Sex of child,Birth order,Age class of father,Count
2006,Other,50 years or older,Girl,Mother not married,20-24 years,0
2007,Married,Less than 20 years,Boy,First child,20-24 years,64
2007,Married,20-24 years,Boy,First child,20-24 years,546
2007,Married,25-29 years,Boy,First child,20-24 years,146
2007,Married,30-34 years,Boy,First child,20-24 years,31
2007,Married,35-39 years,Boy,First child,20-24 years,10
2007,Married,40-44 years,Boy,First child,20-24 years,1
2007,Married,45-49 years,Boy,First child,20-24 years,0
2007,Married,50 years or older,Boy,First child,20-24 years,0
2007,Other,Less than 20 years,Boy,First child,20-24 years,0
2007,Other,20-24 years,Boy,First child,20-24 years,0
2007,Other,25-29 years,Boy,First child,20-24 years,0
2007,Other,30-34 years,Boy,First child,20-24 years,0
2007,Other,35-39 years,Boy,First child,20-24 years,0
2007,Other,40-44 years,Boy,First child,20-24 years,0
2007,Other,45-49 years,Boy,First child,20-24 years,0
2007,Other,50 years or older,Boy,First child,20-24 years,0
2007,Married,Less than 20 years,Boy,Second child,20-24 years,3
2007,Married,20-24 years,Boy,Second child,20-24 years,122
2007,Married,25-29 years,Boy,Second child,20-24 years,37
2007,Married,30-34 years,Boy,Second child,20-24 years,3
2007,Married,35-39 years,Boy,Second child,20-24 years,3
2007,Married,40-44 years,Boy,Second child,20-24 years,0
2007,Married,45-49 years,Boy,Second child,20-24 years,0
2007,Married,50 years or older,Boy,Second child,20-24 years,0
2007,Other,Less than 20 years,Boy,Second child,20-24 years,0
2007,Other,20-24 years,Boy,Second child,20-24 years,0
2007,Other,25-29 years,Boy,Second child,20-24 years,0
2007,Other,30-34 years,Boy,Second child,20-24 years,0
2007,Other,35-39 years,Boy,Second child,20-24 years,0
2007,Other,40-44 years,Boy,Second child,20-24 years,0
2007,Other,45-49 years,Boy,Second child,20-24 years,0
2007,Other,50 years or older,Boy,Second child,20-24 years,0
2007,Married,Less than 20 years,Boy,Third child,20-24 years,1
2007,Married,20-24 years,Boy,Third child,20-24 years,6
2007,Married,25-29 years,Boy,Third child,20-24 years,5
2007,Married,30-34 years,Boy,Third child,20-24 years,1
2007,Married,35-39 years,Boy,Third child,20-24 years,0
2007,Married,40-44 years,Boy,Third child,20-24 years,0
2007,Married,45-49 years,Boy,Third child,20-24 years,0
2007,Married,50 years or older,Boy,Third child,20-24 years,0
2007,Other,Less than 20 years,Boy,Third child,20-24 years,0
2007,Other,20-24 years,Boy,Third child,20-24 years,0
2007,Other,25-29 years,Boy,Third child,20-24 years,0
2007,Other,30-34 years,Boy,Third child,20-24 years,0
2007,Other,35-39 years,Boy,Third child,20-24 years,0
2007,Other,40-44 years,Boy,Third child,20-24 years,0
2007,Other,45-49 years,Boy,Third child,20-24 years,0
2007,Other,50 years or older,Boy,Third child,20-24 years,0
2007,Married,Less than 20 years,Boy,Forth child or more,20-24 years,0
2007,Married,20-24 years,Boy,Forth child or more,20-24 years,2
2007,Married,25-29 years,Boy,Forth child or more,20-24 years,0
2007,Married,30-34 years,Boy,Forth child or more,20-24 years,0
2007,Married,35-39 years,Boy,Forth child or more,20-24 years,0
2007,Married,40-44 years,Boy,Forth child or more,20-24 years,0
2007,Married,45-49 years,Boy,Forth child or more,20-24 years,0
2007,Married,50 years or older,Boy,Forth child or more,20-24 years,0
2007,Other,Less than 20 years,Boy,Forth child or more,20-24 years,0
2007,Other,20-24 years,Boy,Forth child or more,20-24 years,0
2007,Other,25-29 years,Boy,Forth child or more,20-24 years,0
2007,Other,30-34 years,Boy,Forth child or more,20-24 years,0
2007,Other,35-39 years,Boy,Forth child or more,20-24 years,0
2007,Other,40-44 years,Boy,Forth child or more,20-24 years,0
2007,Other,45-49 years,Boy,Forth child or more,20-24 years,0
2007,Other,50 years or older,Boy,Forth child or more,20-24 years,0
2007,Married,Less than 20 years,Boy,Mother not married,20-24 years,0
2007,Married,20-24 years,Boy,Mother not married,20-24 years,0
2007,Married,25-29 years,Boy,Mother not married,20-24 years,0
2007,Married,30-34 years,Boy,Mother not married,20-24 years,0
2007,Married,35-39 years,Boy,Mother not married,20-24 years,0
2007,Married,40-44 years,Boy,Mother not married,20-24 years,0
2007,Married,45-49 years,Boy,Mother not married,20-24 years,0
2007,Married,50 years or older,Boy,Mother not married,20-24 years,0
2007,Other,Less than 20 years,Boy,Mother not married,20-24 years,90
2007,Other,20-24 years,Boy,Mother not married,20-24 years,282
2007,Other,25-29 years,Boy,Mother not married,20-24 years,86
2007,Other,30-34 years,Boy,Mother not married,20-24 years,25
2007,Other,35-39 years,Boy,Mother not married,20-24 years,8
2007,Other,40-44 years,Boy,Mother not married,20-24 years,1
2007,Other,45-49 years,Boy,Mother not married,20-24 years,0
2007,Other,50 years or older,Boy,Mother not married,20-24 years,0
2007,Married,Less than 20 years,Girl,First child,20-24 years,52
2007,Married,20-24 years,Girl,First child,20-24 years,549
2007,Married,25-29 years,Girl,First child,20-24 years,141
2007,Married,30-34 years,Girl,First child,20-24 years,33
2007,Married,35-39 years,Girl,First child,20-24 years,6
2007,Married,40-44 years,Girl,First child,20-24 years,1
2007,Married,45-49 years,Girl,First child,20-24 years,0
2007,Married,50 years or older,Girl,First child,20-24 years,0
2007,Other,Less than 20 years,Girl,First child,20-24 years,0
2007,Other,20-24 years,Girl,First child,20-24 years,0
2007,Other,25-29 years,Girl,First child,20-24 years,0
2007,Other,30-34 years,Girl,First child,20-24 years,0
2007,Other,35-39 years,Girl,First child,20-24 years,0
2007,Other,40-44 years,Girl,First child,20-24 years,0
2007,Other,45-49 years,Girl,First child,20-24 years,0
2007,Other,50 years or older,Girl,First child,20-24 years,0
2007,Married,Less than 20 years,Girl,Second child,20-24 years,2
2007,Married,20-24 years,Girl,Second child,20-24 years,119
2007,Married,25-29 years,Girl,Second child,20-24 years,39
2007,Married,30-34 years,Girl,Second child,20-24 years,4
2007,Married,35-39 years,Girl,Second child,20-24 years,3
2007,Married,40-44 years,Girl,Second child,20-24 years,1
2007,Married,45-49 years,Girl,Second child,20-24 years,0
2007,Married,50 years or older,Girl,Second child,20-24 years,0
2007,Other,Less than 20 years,Girl,Second child,20-24 years,0
2007,Other,20-24 years,Girl,Second child,20-24 years,0
2007,Other,25-29 years,Girl,Second child,20-24 years,0
2007,Other,30-34 years,Girl,Second child,20-24 years,0
2007,Other,35-39 years,Girl,Second child,20-24 years,0
2007,Other,40-44 years,Girl,Second child,20-24 years,0
2007,Other,45-49 years,Girl,Second child,20-24 years,0
2007,Other,50 years or older,Girl,Second child,20-24 years,0
2007,Married,Less than 20 years,Girl,Third child,20-24 years,0
2007,Married,20-24 years,Girl,Third child,20-24 years,5
2007,Married,25-29 years,Girl,Third child,20-24 years,5
2007,Married,30-34 years,Girl,Third child,20-24 years,0
2007,Married,35-39 years,Girl,Third child,20-24 years,0
2007,Married,40-44 years,Girl,Third child,20-24 years,0
2007,Married,45-49 years,Girl,Third child,20-24 years,0
2007,Married,50 years or older,Girl,Third child,20-24 years,0
2007,Other,Less than 20 years,Girl,Third child,20-24 years,0
2007,Other,20-24 years,Girl,Third child,20-24 years,0
2007,Other,25-29 years,Girl,Third child,20-24 years,0
2007,Other,30-34 years,Girl,Third child,20-24 years,0
2007,Other,35-39 years,Girl,Third child,20-24 years,0
2007,Other,40-44 years,Girl,Third child,20-24 years,0
2007,Other,45-49 years,Girl,Third child,20-24 years,0
2007,Other,50 years or older,Girl,Third child,20-24 years,0
2007,Married,Less than 20 years,Girl,Forth child or more,20-24 years,0
2007,Married,20-24 years,Girl,Forth child or more,20-24 years,1
2007,Married,25-29 years,Girl,Forth child or more,20-24 years,0
2007,Married,30-34 years,Girl,Forth child or more,20-24 years,0
2007,Married,35-39 years,Girl,Forth child or more,20-24 years,0
2007,Married,40-44 years,Girl,Forth child or more,20-24 years,0
2007,Married,45-49 years,Girl,Forth child or more,20-24 years,0
2007,Married,50 years or older,Girl,Forth child or more,20-24 years,0
2007,Other,Less than 20 years,Girl,Forth child or more,20-24 years,0
2007,Other,20-24 years,Girl,Forth child or more,20-24 years,0
2007,Other,25-29 years,Girl,Forth child or more,20-24 years,0
2007,Other,30-34 years,Girl,Forth child or more,20-24 years,0
2007,Other,35-39 years,Girl,Forth child or more,20-24 years,0
2007,Other,40-44 years,Girl,Forth child or more,20-24 years,0
2007,Other,45-49 years,Girl,Forth child or more,20-24 years,0
2007,Other,50 years or older,Girl,Forth child or more,20-24 years,0
2007,Married,Less than 20 years,Girl,Mother not married,20-24 years,0
2007,Married,20-24 years,Girl,Mother not married,20-24 years,0
2007,Married,25-29 years,Girl,Mother not married,20-24 years,0
2007,Married,30-34 years,Girl,Mother not married,20-24 years,0
2007,Married,35-39 years,Girl,Mother not married,20-24 years,0
2007,Married,40-44 years,Girl,Mother not married,20-24 years,0
2007,Married,45-49 years,Girl,Mother not married,20-24 years,0
2007,Married,50 years or older,Girl,Mother not married,20-24 years,0
2007,Other,Less than 20 years,Girl,Mother not married,20-24 years,109
2007,Other,20-24 years,Girl,Mother not married,20-24 years,259
2007,Other,25-29 years,Girl,Mother not married,20-24 years,74
2007,Other,30-34 years,Girl,Mother not married,20-24 years,13
2007,Other,35-39 years,Girl,Mother not married,20-24 years,4
2007,Other,40-44 years,Girl,Mother not married,20-24 years,0
2007,Other,45-49 years,Girl,Mother not married,20-24 years,0
2007,Other,50 years or older,Girl,Mother not married,20-24 years,0
2008,Married,Less than 20 years,Boy,First child,20-24 years,62
2008,Married,20-24 years,Boy,First child,20-24 years,562
2008,Married,25-29 years,Boy,First child,20-24 years,148
2008,Married,30-34 years,Boy,First child,20-24 years,27
2008,Married,35-39 years,Boy,First child,20-24 years,6
2008,Married,40-44 years,Boy,First child,20-24 years,0
2008,Married,45-49 years,Boy,First child,20-24 years,0
2008,Married,50 years or older,Boy,First child,20-24 years,0
2008,Other,Less than 20 years,Boy,First child,20-24 years,0
2008,Other,20-24 years,Boy,First child,20-24 years,0
2008,Other,25-29 years,Boy,First child,20-24 years,0
2008,Other,30-34 years,Boy,First child,20-24 years,0
2008,Other,35-39 years,Boy,First child,20-24 years,0
2008,Other,40-44 years,Boy,First child,20-24 years,0
2008,Other,45-49 years,Boy,First child,20-24 years,0
2008,Other,50 years or older,Boy,First child,20-24 years,0
2008,Married,Less than 20 years,Boy,Second child,20-24 years,4
2008,Married,20-24 years,Boy,Second child,20-24 years,103
2008,Married,25-29 years,Boy,Second child,20-24 years,31
2008,Married,30-34 years,Boy,Second child,20-24 years,3
2008,Married,35-39 years,Boy,Second child,20-24 years,0
2008,Married,40-44 years,Boy,Second child,20-24 years,0
2008,Married,45-49 years,Boy,Second child,20-24 years,0
2008,Married,50 years or older,Boy,Second child,20-24 years,0
2008,Other,Less than 20 years,Boy,Second child,20-24 years,0
2008,Other,20-24 years,Boy,Second child,20-24 years,0
2008,Other,25-29 years,Boy,Second child,20-24 years,0
2008,Other,30-34 years,Boy,Second child,20-24 years,0
2008,Other,35-39 years,Boy,Second child,20-24 years,0
2008,Other,40-44 years,Boy,Second child,20-24 years,0
2008,Other,45-49 years,Boy,Second child,20-24 years,0
2008,Other,50 years or older,Boy,Second child,20-24 years,0
2008,Married,Less than 20 years,Boy,Third child,20-24 years,0
2008,Married,20-24 years,Boy,Third child,20-24 years,10
2008,Married,25-29 years,Boy,Third child,20-24 years,8
2008,Married,30-34 years,Boy,Third child,20-24 years,2
2008,Married,35-39 years,Boy,Third child,20-24 years,0
2008,Married,40-44 years,Boy,Third child,20-24 years,0
2008,Married,45-49 years,Boy,Third child,20-24 years,0
2008,Married,50 years or older,Boy,Third child,20-24 years,0
2008,Other,Less than 20 years,Boy,Third child,20-24 years,0
2008,Other,20-24 years,Boy,Third child,20-24 years,0
2008,Other,25-29 years,Boy,Third child,20-24 years,0
2008,Other,30-34 years,Boy,Third child,20-24 years,0
2008,Other,35-39 years,Boy,Third child,20-24 years,0
2008,Other,40-44 years,Boy,Third child,20-24 years,0
2008,Other,45-49 years,Boy,Third child,20-24 years,0
2008,Other,50 years or older,Boy,Third child,20-24 years,0
2008,Married,Less than 20 years,Boy,Forth child or more,20-24 years,0
2008,Married,20-24 years,Boy,Forth child or more,20-24 years,0
2008,Married,25-29 years,Boy,Forth child or more,20-24 years,0
2008,Married,30-34 years,Boy,Forth child or more,20-24 years,0
2008,Married,35-39 years,Boy,Forth child or more,20-24 years,0
2008,Married,40-44 years,Boy,Forth child or more,20-24 years,0
2008,Married,45-49 years,Boy,Forth child or more,20-24 years,0
2008,Married,50 years or older,Boy,Forth child or more,20-24 years,0
2008,Other,Less than 20 years,Boy,Forth child or more,20-24 years,0
2008,Other,20-24 years,Boy,Forth child or more,20-24 years,0
2008,Other,25-29 years,Boy,Forth child or more,20-24 years,0
2008,Other,30-34 years,Boy,Forth child or more,20-24 years,0
2008,Other,35-39 years,Boy,Forth child or more,20-24 years,0
2008,Other,40-44 years,Boy,Forth child or more,20-24 years,0
2008,Other,45-49 years,Boy,Forth child or more,20-24 years,0
2008,Other,50 years or older,Boy,Forth child or more,20-24 years,0
2008,Married,Less than 20 years,Boy,Mother not married,20-24 years,0
2008,Married,20-24 years,Boy,Mother not married,20-24 years,0
2008,Married,25-29 years,Boy,Mother not married,20-24 years,0
2008,Married,30-34 years,Boy,Mother not married,20-24 years,0
2008,Married,35-39 years,Boy,Mother not married,20-24 years,0
2008,Married,40-44 years,Boy,Mother not married,20-24 years,0
2008,Married,45-49 years,Boy,Mother not married,20-24 years,0
2008,Married,50 years or older,Boy,Mother not married,20-24 years,0
2008,Other,Less than 20 years,Boy,Mother not married,20-24 years,109
2008,Other,20-24 years,Boy,Mother not married,20-24 years,316
2008,Other,25-29 years,Boy,Mother not married,20-24 years,86
2008,Other,30-34 years,Boy,Mother not married,20-24 years,23
2008,Other,35-39 years,Boy,Mother not married,20-24 years,14
2008,Other,40-44 years,Boy,Mother not married,20-24 years,2
2008,Other,45-49 years,Boy,Mother not married,20-24 years,0
2008,Other,50 years or older,Boy,Mother not married,20-24 years,0
2008,Married,Less than 20 years,Girl,First child,20-24 years,54
2008,Married,20-24 years,Girl,First child,20-24 years,561
2008,Married,25-29 years,Girl,First child,20-24 years,133
2008,Married,30-34 years,Girl,First child,20-24 years,20
2008,Married,35-39 years,Girl,First child,20-24 years,4
2008,Married,40-44 years,Girl,First child,20-24 years,1
2008,Married,45-49 years,Girl,First child,20-24 years,0
2008,Married,50 years or older,Girl,First child,20-24 years,0
2008,Other,Less than 20 years,Girl,First child,20-24 years,0
2008,Other,20-24 years,Girl,First child,20-24 years,0
2008,Other,25-29 years,Girl,First child,20-24 years,0
2008,Other,30-34 years,Girl,First child,20-24 years,0
2008,Other,35-39 years,Girl,First child,20-24 years,0
2008,Other,40-44 years,Girl,First child,20-24 years,0
2008,Other,45-49 years,Girl,First child,20-24 years,0
2008,Other,50 years or older,Girl,First child,20-24 years,0
2008,Married,Less than 20 years,Girl,Second child,20-24 years,2
2008,Married,20-24 years,Girl,Second child,20-24 years,94
2008,Married,25-29 years,Girl,Second child,20-24 years,40
2008,Married,30-34 years,Girl,Second child,20-24 years,2
2008,Married,35-39 years,Girl,Second child,20-24 years,3
2008,Married,40-44 years,Girl,Second child,20-24 years,0
2008,Married,45-49 years,Girl,Second child,20-24 years,0
2008,Married,50 years or older,Girl,Second child,20-24 years,0
2008,Other,Less than 20 years,Girl,Second child,20-24 years,0
2008,Other,20-24 years,Girl,Second child,20-24 years,0
2008,Other,25-29 years,Girl,Second child,20-24 years,0
2008,Other,30-34 years,Girl,Second child,20-24 years,0
2008,Other,35-39 years,Girl,Second child,20-24 years,0
2008,Other,40-44 years,Girl,Second child,20-24 years,0
2008,Other,45-49 years,Girl,Second child,20-24 years,0
2008,Other,50 years or older,Girl,Second child,20-24 years,0
2008,Married,Less than 20 years,Girl,Third child,20-24 years,0
2008,Married,20-24 years,Girl,Third child,20-24 years,4
2008,Married,25-29 years,Girl,Third child,20-24 years,3
2008,Married,30-34 years,Girl,Third child,20-24 years,0
2008,Married,35-39 years,Girl,Third child,20-24 years,0
2008,Married,40-44 years,Girl,Third child,20-24 years,0
