Year,Age_of_husband,Age_of_wife,Count
2018,30-39 ans,70-79 ans,5
2018,30-39 ans,80-89 ans,0
2018,30-39 ans,90 ans ou plus,0
2018,30-39 ans,Moins de 20 ans,0
2018,40-49 ans,20-29 ans,83
2018,40-49 ans,30-39 ans,1526
2018,40-49 ans,40-49 ans,2877
2018,40-49 ans,50-59 ans,553
2018,40-49 ans,60-69 ans,74
2018,40-49 ans,70-79 ans,11
2018,40-49 ans,80-89 ans,0
2018,40-49 ans,90 ans ou plus,0
2018,40-49 ans,Moins de 20 ans,0
2018,50-59 ans,20-29 ans,19
2018,50-59 ans,30-39 ans,280
2018,50-59 ans,40-49 ans,1696
2018,50-59 ans,50-59 ans,2517
2018,50-59 ans,60-69 ans,205
2018,50-59 ans,70-79 ans,19
2018,50-59 ans,80-89 ans,0
2018,50-59 ans,90 ans ou plus,0
2018,50-59 ans,Moins de 20 ans,0
2018,60-69 ans,20-29 ans,3
2018,60-69 ans,30-39 ans,78
2018,60-69 ans,40-49 ans,239
2018,60-69 ans,50-59 ans,836
2018,60-69 ans,60-69 ans,708
2018,60-69 ans,70-79 ans,31
2018,60-69 ans,80-89 ans,1
2018,60-69 ans,90 ans ou plus,0
2018,60-69 ans,Moins de 20 ans,0
2018,70-79 ans,20-29 ans,0
2018,70-79 ans,30-39 ans,20
2018,70-79 ans,40-49 ans,34
2018,70-79 ans,50-59 ans,82
2018,70-79 ans,60-69 ans,181
2018,70-79 ans,70-79 ans,105
2018,70-79 ans,80-89 ans,2
2018,70-79 ans,90 ans ou plus,0
2018,70-79 ans,Moins de 20 ans,0
2018,80-89 ans,20-29 ans,1
2018,80-89 ans,30-39 ans,0
2018,80-89 ans,40-49 ans,4
2018,80-89 ans,50-59 ans,8
2018,80-89 ans,60-69 ans,13
2018,80-89 ans,70-79 ans,20
2018,80-89 ans,80-89 ans,13
2018,80-89 ans,90 ans ou plus,0
2018,80-89 ans,Moins de 20 ans,0
2018,90 ans ou plus,20-29 ans,0
2018,90 ans ou plus,30-39 ans,0
2018,90 ans ou plus,40-49 ans,0
2018,90 ans ou plus,50-59 ans,0
2018,90 ans ou plus,60-69 ans,1
2018,90 ans ou plus,70-79 ans,0
2018,90 ans ou plus,80-89 ans,0
2018,90 ans ou plus,90 ans ou plus,0
2018,90 ans ou plus,Moins de 20 ans,0
2018,Moins de 20 ans,20-29 ans,0
2018,Moins de 20 ans,30-39 ans,0
2018,Moins de 20 ans,40-49 ans,0
2018,Moins de 20 ans,50-59 ans,0
2018,Moins de 20 ans,60-69 ans,0
2018,Moins de 20 ans,70-79 ans,0
2018,Moins de 20 ans,80-89 ans,0
2018,Moins de 20 ans,90 ans ou plus,0
2018,Moins de 20 ans,Moins de 20 ans,0
2019,20-29 ans,20-29 ans,416
2019,20-29 ans,30-39 ans,152
2019,20-29 ans,40-49 ans,19
2019,20-29 ans,50-59 ans,3
2019,20-29 ans,60-69 ans,1
2019,20-29 ans,70-79 ans,0
2019,20-29 ans,80-89 ans,0
2019,20-29 ans,90 ans ou plus,0
2019,20-29 ans,Moins de 20 ans,2
2019,30-39 ans,20-29 ans,603
2019,30-39 ans,30-39 ans,2478
2019,30-39 ans,40-49 ans,450
2019,30-39 ans,50-59 ans,115
2019,30-39 ans,60-69 ans,18
2019,30-39 ans,70-79 ans,4
2019,30-39 ans,80-89 ans,0
2019,30-39 ans,90 ans ou plus,0
2019,30-39 ans,Moins de 20 ans,1
2019,40-49 ans,20-29 ans,68
2019,40-49 ans,30-39 ans,1509
2019,40-49 ans,40-49 ans,2960
2019,40-49 ans,50-59 ans,530
2019,40-49 ans,60-69 ans,66
2019,40-49 ans,70-79 ans,6
2019,40-49 ans,80-89 ans,0
2019,40-49 ans,90 ans ou plus,0
2019,40-49 ans,Moins de 20 ans,0
2019,50-59 ans,20-29 ans,25
2019,50-59 ans,30-39 ans,312
2019,50-59 ans,40-49 ans,1709
2019,50-59 ans,50-59 ans,2577
2019,50-59 ans,60-69 ans,234
2019,50-59 ans,70-79 ans,11
2019,50-59 ans,80-89 ans,2
2019,50-59 ans,90 ans ou plus,0
2019,50-59 ans,Moins de 20 ans,0
2019,60-69 ans,20-29 ans,9
2019,60-69 ans,30-39 ans,60
2019,60-69 ans,40-49 ans,251
2019,60-69 ans,50-59 ans,907
2019,60-69 ans,60-69 ans,796
2019,60-69 ans,70-79 ans,51
2019,60-69 ans,80-89 ans,1
2019,60-69 ans,90 ans ou plus,0
2019,60-69 ans,Moins de 20 ans,0
2019,70-79 ans,20-29 ans,1
2019,70-79 ans,30-39 ans,13
2019,70-79 ans,40-49 ans,50
2019,70-79 ans,50-59 ans,83
2019,70-79 ans,60-69 ans,180
2019,70-79 ans,70-79 ans,131
2019,70-79 ans,80-89 ans,7
2019,70-79 ans,90 ans ou plus,0
2019,70-79 ans,Moins de 20 ans,0
2019,80-89 ans,20-29 ans,0
2019,80-89 ans,30-39 ans,3
2019,80-89 ans,40-49 ans,5
2019,80-89 ans,50-59 ans,5
2019,80-89 ans,60-69 ans,20
2019,80-89 ans,70-79 ans,18
2019,80-89 ans,80-89 ans,18
2019,80-89 ans,90 ans ou plus,0
2019,80-89 ans,Moins de 20 ans,0
2019,90 ans ou plus,20-29 ans,0
2019,90 ans ou plus,30-39 ans,0
2019,90 ans ou plus,40-49 ans,1
2019,90 ans ou plus,50-59 ans,0
2019,90 ans ou plus,60-69 ans,0
2019,90 ans ou plus,70-79 ans,0
2019,90 ans ou plus,80-89 ans,2
2019,90 ans ou plus,90 ans ou plus,0
2019,90 ans ou plus,Moins de 20 ans,0
2019,Moins de 20 ans,20-29 ans,1
2019,Moins de 20 ans,30-39 ans,0
2019,Moins de 20 ans,40-49 ans,0
2019,Moins de 20 ans,50-59 ans,0
2019,Moins de 20 ans,60-69 ans,0
2019,Moins de 20 ans,70-79 ans,0
2019,Moins de 20 ans,80-89 ans,0
2019,Moins de 20 ans,90 ans ou plus,0
2019,Moins de 20 ans,Moins de 20 ans,1
2020,20-29 ans,20-29 ans,398
2020,20-29 ans,30-39 ans,127
2020,20-29 ans,40-49 ans,9
2020,20-29 ans,50-59 ans,4
2020,20-29 ans,60-69 ans,1
2020,20-29 ans,70-79 ans,0
2020,20-29 ans,80-89 ans,0
2020,20-29 ans,90 ans ou plus,0
2020,20-29 ans,Moins de 20 ans,1
2020,30-39 ans,20-29 ans,537
2020,30-39 ans,30-39 ans,2386
2020,30-39 ans,40-49 ans,418
2020,30-39 ans,50-59 ans,82
2020,30-39 ans,60-69 ans,21
2020,30-39 ans,70-79 ans,0
2020,30-39 ans,80-89 ans,0
2020,30-39 ans,90 ans ou plus,0
2020,30-39 ans,Moins de 20 ans,0
2020,40-49 ans,20-29 ans,61
2020,40-49 ans,30-39 ans,1431
2020,40-49 ans,40-49 ans,2883
2020,40-49 ans,50-59 ans,466
2020,40-49 ans,60-69 ans,63
2020,40-49 ans,70-79 ans,7
2020,40-49 ans,80-89 ans,3
2020,40-49 ans,90 ans ou plus,0
2020,40-49 ans,Moins de 20 ans,0
2020,50-59 ans,20-29 ans,17
2020,50-59 ans,30-39 ans,270
2020,50-59 ans,40-49 ans,1704
2020,50-59 ans,50-59 ans,2600
2020,50-59 ans,60-69 ans,249
2020,50-59 ans,70-79 ans,10
2020,50-59 ans,80-89 ans,3
2020,50-59 ans,90 ans ou plus,0
2020,50-59 ans,Moins de 20 ans,0
2020,60-69 ans,20-29 ans,3
2020,60-69 ans,30-39 ans,59
2020,60-69 ans,40-49 ans,259
2020,60-69 ans,50-59 ans,801
2020,60-69 ans,60-69 ans,799
2020,60-69 ans,70-79 ans,42
2020,60-69 ans,80-89 ans,1
2020,60-69 ans,90 ans ou plus,1
2020,60-69 ans,Moins de 20 ans,0
2020,70-79 ans,20-29 ans,1
2020,70-79 ans,30-39 ans,11
2020,70-79 ans,40-49 ans,45
2020,70-79 ans,50-59 ans,71
2020,70-79 ans,60-69 ans,190
2020,70-79 ans,70-79 ans,123
2020,70-79 ans,80-89 ans,4
2020,70-79 ans,90 ans ou plus,0
2020,70-79 ans,Moins de 20 ans,0
2020,80-89 ans,20-29 ans,0
2020,80-89 ans,30-39 ans,1
2020,80-89 ans,40-49 ans,0
2020,80-89 ans,50-59 ans,6
2020,80-89 ans,60-69 ans,16
2020,80-89 ans,70-79 ans,10
2020,80-89 ans,80-89 ans,13
2020,80-89 ans,90 ans ou plus,1
2020,80-89 ans,Moins de 20 ans,0
2020,90 ans ou plus,20-29 ans,0
2020,90 ans ou plus,30-39 ans,0
2020,90 ans ou plus,40-49 ans,0
2020,90 ans ou plus,50-59 ans,0
2020,90 ans ou plus,60-69 ans,0
2020,90 ans ou plus,70-79 ans,0
2020,90 ans ou plus,80-89 ans,1
2020,90 ans ou plus,90 ans ou plus,0
2020,90 ans ou plus,Moins de 20 ans,0
2020,Moins de 20 ans,20-29 ans,1
2020,Moins de 20 ans,30-39 ans,0
2020,Moins de 20 ans,40-49 ans,0
2020,Moins de 20 ans,50-59 ans,0
2020,Moins de 20 ans,60-69 ans,0
2020,Moins de 20 ans,70-79 ans,0
2020,Moins de 20 ans,80-89 ans,0
2020,Moins de 20 ans,90 ans ou plus,0
2020,Moins de 20 ans,Moins de 20 ans,0
2021,20-29 ans,20-29 ans,362
2021,20-29 ans,30-39 ans,130
2021,20-29 ans,40-49 ans,13
2021,20-29 ans,50-59 ans,3
2021,20-29 ans,60-69 ans,0
2021,20-29 ans,70-79 ans,0
2021,20-29 ans,80-89 ans,0
2021,20-29 ans,90 ans ou plus,0
2021,20-29 ans,Moins de 20 ans,4
2021,30-39 ans,20-29 ans,533
2021,30-39 ans,30-39 ans,2411
2021,30-39 ans,40-49 ans,441
2021,30-39 ans,50-59 ans,101
2021,30-39 ans,60-69 ans,21
2021,30-39 ans,70-79 ans,0
2021,30-39 ans,80-89 ans,0
2021,30-39 ans,90 ans ou plus,0
2021,30-39 ans,Moins de 20 ans,0
2021,40-49 ans,20-29 ans,52
2021,40-49 ans,30-39 ans,1521
2021,40-49 ans,40-49 ans,3078
2021,40-49 ans,50-59 ans,498
2021,40-49 ans,60-69 ans,68
2021,40-49 ans,70-79 ans,6
2021,40-49 ans,80-89 ans,0
2021,40-49 ans,90 ans ou plus,0
2021,40-49 ans,Moins de 20 ans,0
2021,50-59 ans,20-29 ans,24
2021,50-59 ans,30-39 ans,298
2021,50-59 ans,40-49 ans,1784
2021,50-59 ans,50-59 ans,2758
2021,50-59 ans,60-69 ans,251
2021,50-59 ans,70-79 ans,13
2021,50-59 ans,80-89 ans,2
2021,50-59 ans,90 ans ou plus,0
2021,50-59 ans,Moins de 20 ans,0
2021,60-69 ans,20-29 ans,5
2021,60-69 ans,30-39 ans,54
2021,60-69 ans,40-49 ans,288
2021,60-69 ans,50-59 ans,985
2021,60-69 ans,60-69 ans,817
2021,60-69 ans,70-79 ans,60
2021,60-69 ans,80-89 ans,4
2021,60-69 ans,90 ans ou plus,0
2021,60-69 ans,Moins de 20 ans,0
2021,70-79 ans,20-29 ans,2
2021,70-79 ans,30-39 ans,10
2021,70-79 ans,40-49 ans,44
2021,70-79 ans,50-59 ans,95
2021,70-79 ans,60-69 ans,201
2021,70-79 ans,70-79 ans,145
2021,70-79 ans,80-89 ans,7
2021,70-79 ans,90 ans ou plus,1
2021,70-79 ans,Moins de 20 ans,0
2021,80-89 ans,20-29 ans,0
2021,80-89 ans,30-39 ans,2
2021,80-89 ans,40-49 ans,3
2021,80-89 ans,50-59 ans,7
2021,80-89 ans,60-69 ans,12
2021,80-89 ans,70-79 ans,30
2021,80-89 ans,80-89 ans,13
2021,80-89 ans,90 ans ou plus,0
2021,80-89 ans,Moins de 20 ans,0
2021,90 ans ou plus,20-29 ans,0
2021,90 ans ou plus,30-39 ans,0
2021,90 ans ou plus,40-49 ans,0
2021,90 ans ou plus,50-59 ans,0
2021,90 ans ou plus,60-69 ans,1
2021,90 ans ou plus,70-79 ans,1
2021,90 ans ou plus,80-89 ans,0
2021,90 ans ou plus,90 ans ou plus,0
2021,90 ans ou plus,Moins de 20 ans,0
2021,Moins de 20 ans,20-29 ans,0
2021,Moins de 20 ans,30-39 ans,0
2021,Moins de 20 ans,40-49 ans,0
2021,Moins de 20 ans,50-59 ans,0
2021,Moins de 20 ans,60-69 ans,0
2021,Moins de 20 ans,70-79 ans,0
2021,Moins de 20 ans,80-89 ans,0
2021,Moins de 20 ans,90 ans ou plus,0
2021,Moins de 20 ans,Moins de 20 ans,0
